[09/Aug/2026:03:11:07 +0000] - 502 502 - GET http ai.know.mn "/" [Client 172.18.0.1] [Length 556] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "-"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/?page=2" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 503] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/v1/terminals/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/f64c7440-0f35-45aa-96de-5f8f5f599e4f" [Client 172.18.0.1] [Length 688] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/f64c7440-0f35-45aa-96de-5f8f5f599e4f/tags" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/tasks/chat/f64c7440-0f35-45aa-96de-5f8f5f599e4f" [Client 172.18.0.1] [Length 15] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/v1/functions/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 302 302 - GET http ai.know.mn "/api/v1/models/model/profile/image?id=codellama:7b&lang=en-US" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 304 304 - GET http ai.know.mn "/static/favicon.png" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:41 +0000] - 200 200 - GET http ai.know.mn "/api/v1/skills/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:42 +0000] - 200 200 - GET http ai.know.mn "/api/version/updates" [Client 172.18.0.1] [Length 38] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:43 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/f64c7440-0f35-45aa-96de-5f8f5f599e4f/pinned" [Client 172.18.0.1] [Length 5] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/_app/version.json" [Client 172.18.0.1] [Length 54] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:45 +0000] - 200 200 - DELETE http ai.know.mn "/api/v1/chats/f64c7440-0f35-45aa-96de-5f8f5f599e4f" [Client 172.18.0.1] [Length 4] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/all/tags" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/c/f64c7440-0f35-45aa-96de-5f8f5f599e4f"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/?page=1" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/pinned" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/all/tags" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/notes/pinned" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:45 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:47 +0000] - 200 200 - GET http ai.know.mn "/ollama/api/version" [Client 172.18.0.1] [Length 20] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:47 +0000] - 302 302 - GET http ai.know.mn "/api/v1/models/model/profile/image?id=arena-model&lang=en-US" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:52 +0000] - 200 200 - POST http ai.know.mn "/api/v1/users/user/settings/update" [Client 172.18.0.1] [Length 53] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:58 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 503] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:17:58 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 503] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:00 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 503] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:00 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 503] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:00 +0000] - 200 200 - GET http ai.know.mn "/ollama/api/version" [Client 172.18.0.1] [Length 20] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:02 +0000] - 200 200 - POST http ai.know.mn "/api/v1/users/user/settings/update" [Client 172.18.0.1] [Length 53] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:05 +0000] - 200 200 - GET http ai.know.mn "/ollama/api/version" [Client 172.18.0.1] [Length 20] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:05 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 503] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:15 +0000] - 200 200 - GET http ai.know.mn "/api/usage" [Client 172.18.0.1] [Length 31] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:20 +0000] - 200 200 - GET http ai.know.mn "/api/v1/configs/models" [Client 172.18.0.1] [Length 128] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:20 +0000] - 200 200 - GET http ai.know.mn "/ollama/config" [Client 172.18.0.1] [Length 93] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:20 +0000] - 200 200 - GET http ai.know.mn "/api/v1/models/base/tags" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:20 +0000] - 200 200 - GET http ai.know.mn "/api/v1/models/base?" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:21 +0000] - 200 200 - GET http ai.know.mn "/api/models/base?" [Client 172.18.0.1] [Length 375] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:21 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 503] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:21 +0000] - 200 200 - GET http ai.know.mn "/api/v1/configs/models" [Client 172.18.0.1] [Length 128] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 304 304 - GET http ai.know.mn "/" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/error"
[09/Aug/2026:11:18:24 +0000] - 101 101 - GET http ai.know.mn "/ws/socket.io/?EIO=4&transport=websocket" [Client 172.18.0.1] [Length 256] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "-"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/manifest.json" [Client 172.18.0.1] [Length 474] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/config" [Client 172.18.0.1] [Length 1571] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/auths/" [Client 172.18.0.1] [Length 842] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/version" [Client 172.18.0.1] [Length 39] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/config" [Client 172.18.0.1] [Length 1571] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - POST http ai.know.mn "/api/v1/auths/update/timezone" [Client 172.18.0.1] [Length 15] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/all/tags" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/?page=1" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/chats/pinned" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/configs/banners" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/notes/pinned" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 304 304 - GET http ai.know.mn "/static/favicon.png" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/users/user/settings" [Client 172.18.0.1] [Length 53] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/tools/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 304 304 - GET http ai.know.mn "/static/favicon.png" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/folders/shared" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/models?" [Client 172.18.0.1] [Length 503] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/functions/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/terminals/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 302 302 - GET http ai.know.mn "/api/v1/models/model/profile/image?id=codellama:7b&lang=en-US" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:24 +0000] - 200 200 - GET http ai.know.mn "/api/v1/skills/" [Client 172.18.0.1] [Length 2] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:25 +0000] - 200 200 - GET http ai.know.mn "/api/version/updates" [Client 172.18.0.1] [Length 38] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:27 +0000] - 200 200 - GET http ai.know.mn "/api/usage" [Client 172.18.0.1] [Length 31] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
[09/Aug/2026:11:18:32 +0000] - 200 200 - GET http ai.know.mn "/ollama/config" [Client 172.18.0.1] [Length 93] [Gzip -] [Sent-to open-webui] "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36" "http://ai.know.mn/"
